"ID.","Balance","Qual_miles","cc1_miles","cc2_miles","cc3_miles","Bonus_miles","Bonus_trans","Flight_miles_12mo","Flight_trans_12","Days_since_enroll","Award."
3020,36844,0,7500,2500,2500,21715,16,0,0,3161,0
3021,142527,1000,2500,17500,2500,24091,47,4650,24,3206,1
3022,20390,0,2500,2500,2500,2500,1,0,0,2528,1
3023,29182,0,50000,2500,2500,50698,14,0,0,2999,1
3024,65207,0,32500,2500,2500,34832,18,1450,4,3115,0
3025,568,0,2500,2500,2500,710,3,0,0,3053,0
3026,30759,0,2500,2500,2500,510,3,0,0,3195,0
3027,276,0,2500,2500,2500,2396,3,396,1,3042,1
3028,22496,0,2500,2500,2500,9712,14,500,1,3180,1
3029,23846,0,2500,2500,2500,9177,6,0,0,2678,0
3030,26505,0,2500,2500,2500,0,0,0,0,3102,0
3031,72131,0,7500,2500,2500,7681,17,0,0,2390,0
3032,24406,0,2500,2500,2500,5005,14,0,0,3127,0
3033,63193,0,17500,2500,2500,20372,14,100,1,3036,1
3034,23179,0,2500,2500,2500,0,0,0,0,2794,0
3035,14710,0,2500,2500,2500,3500,2,0,0,3149,1
3036,74073,0,32500,2500,2500,45526,41,200,1,2976,1
3037,43348,0,32500,2500,2500,68846,25,200,1,2869,1
3038,97424,0,50000,2500,2500,63796,17,0,0,2873,1
3039,20603,0,2500,2500,2500,115,5,0,0,3054,1
3040,92097,2194,2500,2500,2500,20450,8,1850,3,2825,1
3041,31520,0,2500,2500,2500,130,2,0,0,2858,0
3042,29350,0,32500,2500,2500,27703,15,0,0,3020,1
3043,20537,0,17500,2500,2500,44791,21,2612,4,1569,1
3044,17376,0,2500,2500,2500,4920,11,0,0,2265,0
3045,24563,0,2500,2500,2500,5718,8,4218,5,1776,0
3046,52562,0,17500,2500,2500,23773,15,600,2,3021,0
3047,48224,0,2500,2500,2500,0,0,0,0,2888,0
3048,13271,0,2500,2500,2500,0,0,0,0,1435,1
3049,129919,719,2500,2500,2500,7150,5,650,2,3053,1
3050,17893,0,7500,2500,2500,9623,13,0,0,3074,0
3051,52693,0,2500,2500,2500,947,4,0,0,2374,0
3052,50895,0,32500,2500,2500,29618,15,0,0,2980,1
3053,36459,0,2500,2500,2500,7573,17,5473,15,2885,1
3054,68532,0,50000,2500,2500,68704,21,0,0,2822,1
3055,34862,0,2500,2500,2500,2725,5,0,0,3004,0
3056,20391,0,2500,2500,2500,90,3,0,0,2884,0
3057,178010,0,2500,2500,2500,5500,4,500,1,2777,1
3058,20773,0,17500,2500,2500,13619,14,0,0,2765,1
3059,264735,0,7500,2500,2500,6980,17,0,0,2894,1
3060,45883,2611,2500,2500,2500,5647,11,0,0,1464,0
3061,36978,0,2500,2500,2500,100,1,100,1,3033,0
3062,449205,1121,2500,2500,2500,4750,9,3250,8,3071,1
3063,45005,0,2500,2500,2500,0,0,0,0,2934,0
3064,45533,0,50000,2500,2500,56208,16,0,0,2963,1
3065,26513,0,2500,2500,2500,7670,14,0,0,2678,1
3066,20417,0,2500,2500,2500,5000,1,0,0,3013,0
3067,7490,0,2500,2500,2500,0,0,0,0,3042,0
3068,14394,0,2500,2500,2500,935,4,150,2,2754,0
3069,103888,0,2500,2500,2500,4379,3,4379,3,2238,0
3070,61191,0,7500,2500,2500,8502,17,0,0,2112,0
3071,7329,0,7500,2500,2500,10639,16,0,0,2993,1
3072,12688,0,2500,2500,2500,0,0,0,0,2993,0
3073,106921,0,32500,2500,2500,26666,13,0,0,2581,0
3074,31668,2576,2500,2500,2500,1800,3,300,2,2271,0
3075,34996,0,7500,2500,2500,6313,14,150,1,2909,1
3076,23099,0,2500,2500,2500,300,3,300,3,2292,0
3077,109133,0,17500,2500,2500,21378,16,0,0,2989,0
3078,103586,0,2500,2500,2500,4000,7,3900,6,2726,0
3079,45575,0,17500,2500,2500,23223,17,0,0,2964,1
3080,76430,0,17500,2500,2500,13653,17,0,0,3018,1
3081,18059,0,2500,2500,2500,0,0,0,0,2019,0
3082,188759,0,2500,2500,2500,3082,3,0,0,2817,0
3083,36953,0,17500,2500,2500,25598,16,0,0,2997,1
3084,27155,0,32500,2500,2500,47252,15,300,1,3001,1
3085,89112,4670,7500,2500,2500,28670,29,0,0,2680,0
3086,72768,0,2500,2500,2500,290,3,0,0,2762,0
3087,23178,0,2500,2500,2500,0,0,0,0,2351,0
3088,25676,0,2500,2500,2500,0,0,0,0,1597,0
3089,63190,0,17500,2500,2500,18950,13,250,1,3041,0
3090,1666,0,2500,2500,2500,980,3,0,0,2761,0
3091,105544,0,32500,2500,2500,31001,16,500,1,2888,1
3092,206287,1761,7500,2500,2500,11294,20,150,1,2819,1
3093,40255,0,2500,2500,2500,2975,13,750,2,2880,0
3094,5317,0,2500,2500,2500,0,0,0,0,2992,0
3095,7606,0,32500,2500,2500,29307,17,0,0,2930,1
3096,43255,0,2500,2500,2500,2691,3,750,1,2864,0
3097,22414,0,2500,2500,2500,1094,3,0,0,2957,1
3098,92225,0,32500,2500,2500,48276,19,350,1,2972,0
3099,127199,0,2500,2500,2500,2563,14,0,0,2917,0
3100,12176,0,2500,2500,2500,875,7,0,0,2268,0
3101,142929,0,32500,2500,2500,40826,23,0,0,2803,0
3102,28670,0,7500,2500,2500,11727,11,0,0,2980,1
3103,82122,0,2500,2500,2500,700,3,700,3,3044,0
3104,54637,0,2500,2500,2500,21181,27,4673,21,2927,1
3105,6181,0,2500,2500,2500,2000,9,0,0,2878,0
3106,25485,0,2500,2500,2500,9655,10,2800,8,2798,1
3107,16136,0,2500,2500,2500,0,0,0,0,1177,0
3108,128213,0,7500,2500,2500,7956,13,500,1,2522,0
3109,92492,0,2500,2500,2500,11029,6,0,0,2839,0
3110,85412,0,17500,2500,2500,25102,16,500,1,2816,0
3111,46003,0,2500,2500,2500,1340,7,0,0,2698,0
3112,95982,0,2500,2500,2500,3630,3,0,0,2623,0
3113,20529,0,2500,2500,2500,0,0,0,0,2644,0
3114,28254,0,17500,2500,2500,17117,19,1050,6,2692,1
3115,26101,0,2500,2500,2500,3900,15,3900,15,2222,0
3116,50939,0,17500,2500,2500,16453,16,0,0,2753,0
3117,35039,0,2500,2500,2500,174,1,0,0,2314,0
3118,175501,1000,17500,2500,2500,34318,36,7974,19,2691,0
3119,1439,0,2500,2500,2500,80,2,0,0,2684,0
3120,214674,0,2500,2500,2500,25688,23,2500,5,2607,1
3121,38429,0,2500,2500,2500,1004,2,1004,2,2521,0
3122,22865,0,2500,2500,2500,1750,7,0,0,2375,0
3123,23033,0,7500,2500,2500,7910,15,0,0,2765,1
3124,103172,0,2500,2500,2500,3125,3,0,0,2416,0
3125,23448,0,32500,2500,2500,36941,18,700,3,2675,1
3126,115161,0,2500,2500,2500,9050,18,3050,15,2417,0
3127,58382,0,2500,2500,2500,11327,32,4800,23,2480,1
3128,156766,0,17500,2500,2500,23375,27,0,0,2840,0
3129,34137,0,2500,2500,2500,335,5,0,0,2593,0
3130,17219,0,2500,2500,2500,6167,10,3757,6,2627,1
3131,43823,0,2500,2500,2500,500,1,0,0,2717,0
3132,63364,0,17500,2500,2500,15415,11,0,0,2560,0
3133,18497,0,17500,2500,2500,14138,12,0,0,2643,0
3134,23173,0,7500,2500,2500,7843,8,0,0,2565,0
3135,51367,0,32500,2500,2500,40004,24,0,0,2434,1
3136,34894,0,17500,2500,2500,13955,17,0,0,2447,0
3137,7422,0,2500,2500,2500,2229,3,0,0,2653,0
3138,16090,0,2500,2500,2500,850,6,850,6,2592,0
3139,2784,0,2500,2500,2500,0,0,0,0,2066,0
3140,54177,0,17500,2500,2500,45403,15,500,1,2123,1
3141,29326,0,7500,2500,2500,23061,7,0,0,2497,1
3142,26164,2556,2500,2500,2500,0,0,0,0,2566,0
3143,29518,0,2500,2500,2500,2702,12,0,0,2532,0
3144,29754,6396,2500,2500,2500,500,1,0,0,2655,0
3145,8000,0,2500,2500,2500,0,0,0,0,941,0
3146,69788,0,2500,2500,2500,1500,3,1500,3,2705,0
3147,38042,0,2500,2500,2500,7658,17,0,0,2606,0
3148,23894,0,2500,2500,2500,6000,3,0,0,2705,1
3149,110628,0,50000,2500,2500,63759,13,0,0,2654,0
3150,10839,0,2500,2500,2500,190,1,190,1,2341,0
3151,47513,0,17500,2500,2500,19904,13,0,0,2516,1
3152,16321,0,2500,2500,2500,0,0,0,0,2710,0
3153,37550,0,2500,2500,2500,0,0,0,0,2579,0
3154,37936,0,7500,2500,2500,6211,12,0,0,2719,0
3155,38061,0,17500,2500,2500,34227,18,3600,8,2649,1
3156,25934,0,2500,2500,2500,370,3,0,0,2565,0
3157,54942,0,2500,2500,2500,4200,10,4200,10,2610,0
3158,139423,0,32500,2500,2500,54152,25,500,3,2677,1
3159,298505,0,50000,2500,2500,130647,32,600,2,2483,1
3160,98753,0,2500,2500,2500,1475,5,0,0,2619,1
3161,25157,0,2500,2500,2500,830,3,0,0,2732,0
3162,24134,0,2500,2500,2500,1250,3,0,0,2390,0
3163,6628,0,2500,2500,2500,2125,8,0,0,2539,0
3164,14504,0,2500,2500,2500,0,0,0,0,2329,0
3165,36665,0,2500,2500,2500,3250,19,0,0,2951,0
3166,17481,0,2500,2500,2500,1396,3,0,0,586,0
3167,33111,0,2500,2500,2500,0,0,0,0,2461,0
3168,89237,0,32500,2500,7500,37668,18,0,0,2533,0
3169,93028,0,32500,2500,2500,40887,22,0,0,2507,1
3170,89094,0,50000,2500,2500,55865,13,0,0,2404,0
3171,11109,0,50000,2500,2500,53627,13,0,0,2623,1
3172,14957,0,2500,2500,2500,0,0,0,0,2634,0
3173,17823,0,2500,2500,2500,15323,8,0,0,1453,0
3174,8485,0,2500,2500,2500,0,0,0,0,2111,0
3175,56756,0,17500,2500,2500,10851,14,0,0,2068,0
3176,99196,0,32500,2500,2500,28334,16,0,0,2595,0
3177,21736,0,2500,7500,2500,6672,10,0,0,2544,0
3178,11324,0,17500,2500,2500,11082,11,0,0,2661,1
3179,60109,0,2500,2500,2500,2300,6,2300,6,2501,1
3180,129887,0,2500,2500,2500,26810,10,810,3,2566,1
3181,18150,0,2500,2500,2500,240,2,0,0,2538,0
3182,57432,0,7500,2500,2500,13422,19,5100,12,2546,1
3183,32659,0,2500,2500,2500,3614,14,0,0,2553,0
3184,103203,0,2500,2500,2500,3200,4,200,2,1556,1
3185,27122,0,2500,2500,2500,0,0,0,0,2630,0
3186,40252,0,2500,2500,2500,1375,4,0,0,2565,0
3187,194816,0,2500,2500,2500,20822,25,6647,12,2424,1
3188,65460,0,2500,2500,2500,0,0,0,0,2493,0
3189,17863,0,2500,2500,2500,0,0,0,0,2028,1
3190,28443,0,32500,2500,2500,53065,18,150,1,2462,1
3191,15655,0,2500,2500,2500,2807,12,957,4,2476,1
3192,38307,0,2500,2500,2500,1500,3,1500,3,2151,0
3193,15135,0,17500,2500,2500,13357,14,0,0,2579,1
3194,73601,0,7500,2500,2500,12902,36,2000,4,2624,0
3195,31489,0,17500,2500,2500,21950,21,0,0,2216,1
3196,48852,0,2500,2500,2500,1058,3,0,0,2278,1
3197,188883,0,2500,2500,2500,5500,3,0,0,2613,1
3198,37212,0,2500,2500,2500,0,0,0,0,2455,0
3199,43285,0,2500,2500,2500,745,3,0,0,2436,1
3200,10758,0,2500,2500,2500,0,0,0,0,1777,0
3201,40926,0,2500,2500,2500,1725,7,0,0,2453,0
3202,10915,0,2500,2500,2500,5455,15,0,0,2473,1
3203,38580,0,2500,2500,2500,4337,7,0,0,2168,0
3204,26650,0,2500,2500,2500,4652,11,4652,11,1958,0
3205,25268,888,2500,2500,2500,4566,8,800,3,2126,1
3206,9338,0,2500,2500,2500,200,1,200,1,2371,0
3207,67070,0,32500,2500,2500,34600,27,2100,10,2416,1
3208,19382,0,2500,2500,2500,195,2,0,0,2545,0
3209,25205,0,2500,2500,2500,0,0,0,0,2532,0
3210,9634,0,2500,2500,2500,9634,5,0,0,2146,0
3211,18954,0,2500,2500,2500,550,3,550,3,2465,0
3212,41279,0,7500,2500,2500,8682,14,0,0,2241,0
3213,56624,0,2500,7500,2500,12311,14,0,0,2491,0
3214,11021,0,2500,2500,2500,115,2,0,0,2449,0
3215,4096,0,2500,2500,2500,3802,8,0,0,2433,1
3216,5199,0,17500,2500,2500,28100,16,0,0,2592,1
3217,41072,0,2500,2500,2500,3751,15,0,0,2378,0
3218,83623,0,2500,2500,2500,2692,6,900,4,2395,0
3219,15920,0,2500,2500,2500,2500,1,0,0,2466,1
3220,50674,0,7500,2500,2500,22073,12,0,0,1615,0
3221,55461,0,32500,2500,2500,31658,17,500,2,2315,0
3222,93264,0,2500,2500,2500,3250,19,0,0,2369,0
3223,115154,0,17500,2500,2500,13466,17,500,1,2440,0
3224,24920,0,2500,2500,2500,375,3,0,0,2067,0
3225,64924,0,2500,17500,2500,14971,13,0,0,1989,0
3226,25210,0,2500,2500,2500,14500,5,500,1,2138,0
3227,41247,0,2500,2500,2500,0,0,0,0,2407,0
3228,5929,0,2500,2500,2500,168,7,0,0,2371,0
3229,14457,2288,2500,2500,2500,1875,8,0,0,2409,0
3230,29067,0,2500,2500,2500,485,3,250,1,2147,1
3231,112164,0,17500,2500,2500,16802,14,0,0,2188,0
3232,44764,0,7500,2500,2500,5539,6,0,0,2081,0
3233,38997,0,2500,2500,2500,5158,18,0,0,2399,0
3234,115215,0,7500,2500,2500,5824,7,0,0,2096,1
3235,96714,0,17500,2500,2500,17026,15,0,0,2185,0
3236,32988,0,32500,2500,2500,49484,14,0,0,2161,1
3237,11552,0,2500,2500,2500,0,0,0,0,481,0
3238,38739,0,2500,2500,2500,3050,3,550,2,1976,0
3239,142989,0,32500,2500,2500,26210,14,500,1,2340,0
3240,1724,0,17500,2500,2500,27305,20,0,0,1784,1
3241,56395,0,50000,2500,2500,72905,24,1800,4,2344,1
3242,11845,0,2500,2500,2500,625,2,0,0,2334,0
3243,46378,4844,2500,2500,2500,2358,5,2358,5,1766,0
3244,85071,0,2500,2500,2500,6600,4,0,0,2322,0
3245,53543,0,2500,2500,2500,21183,11,563,2,1149,0
3246,33834,0,2500,2500,2500,3920,12,0,0,1850,0
3247,36839,0,2500,2500,2500,4436,6,0,0,2275,1
3248,42042,0,7500,2500,2500,9846,14,0,0,1606,0
3249,72027,0,2500,2500,2500,0,0,0,0,2386,0
3250,2692,0,2500,2500,2500,800,4,50,1,2447,0
3251,17818,0,2500,2500,2500,0,0,0,0,1709,0
3252,70927,0,2500,2500,2500,12011,12,1567,8,2096,1
3253,57622,0,2500,2500,2500,1250,3,0,0,2337,0
3254,323,0,2500,2500,2500,0,0,0,0,1975,0
3255,33530,0,2500,2500,2500,0,0,0,0,1777,0
3256,16452,0,2500,2500,2500,9181,5,0,0,2108,0
3257,287033,0,2500,2500,2500,26161,58,12873,53,2272,1
3258,55487,0,17500,2500,2500,23123,19,1150,5,1986,1
3260,14648,0,17500,2500,2500,21157,12,0,0,1843,1
3261,10621,0,2500,2500,2500,90,3,0,0,2223,0
3262,23224,0,2500,2500,2500,1750,7,0,0,2322,0
3263,17684,0,2500,2500,2500,93,1,0,0,2012,0
3264,2477,0,2500,2500,2500,2319,6,500,1,2137,1
3265,44668,0,2500,2500,2500,872,2,0,0,1557,0
3266,22461,0,2500,2500,2500,150,1,150,1,2223,0
3267,103200,0,2500,2500,2500,500,1,500,1,2062,1
3268,74007,0,7500,2500,2500,9259,13,0,0,2181,0
3269,22134,0,2500,2500,2500,0,0,0,0,2161,0
3270,242062,0,2500,2500,2500,5125,18,0,0,2150,0
3271,24683,0,2500,2500,2500,600,2,0,0,2117,0
3272,51680,0,32500,2500,2500,54926,65,3088,8,2112,1
3273,8819,0,17500,2500,2500,12472,15,0,0,1920,1
3274,61545,0,17500,2500,2500,18351,18,0,0,1973,0
3275,124837,0,2500,2500,2500,4400,7,1500,5,2053,1
3276,50848,0,2500,2500,2500,0,0,0,0,1773,0
3277,19661,0,2500,2500,2500,0,0,0,0,2175,0
3278,32156,0,7500,2500,2500,23928,29,2150,12,2257,1
3279,123055,0,2500,2500,2500,11564,5,1039,2,2209,1
3280,63331,0,2500,2500,2500,4200,4,700,2,2060,0
3281,9646,0,2500,2500,2500,3445,11,0,0,2140,0
3282,16569,0,2500,2500,2500,3204,8,0,0,2120,0
3283,194111,0,2500,2500,2500,12350,30,2750,15,1777,1
3284,147128,0,50000,2500,2500,59991,47,1065,1,2279,1
3285,59177,0,2500,2500,2500,2300,6,700,3,1869,1
3286,26693,0,17500,2500,2500,22057,14,0,0,1863,1
3287,2912,0,2500,2500,2500,510,1,0,0,2132,0
3288,13982,0,2500,2500,2500,500,1,0,0,2117,0
3289,14428,0,2500,2500,2500,3475,21,0,0,1599,0
3290,21740,0,2500,2500,2500,5625,11,0,0,2048,0
3291,8811,0,2500,2500,2500,600,5,0,0,2032,0
3292,48256,0,7500,2500,2500,8942,14,0,0,2121,0
3293,10994,0,17500,2500,2500,10492,15,0,0,2215,1
3294,27320,2788,2500,2500,2500,0,0,0,0,1725,0
3295,66614,0,2500,2500,2500,0,0,0,0,1992,0
3296,78105,0,7500,2500,2500,49364,14,0,0,2070,0
3297,120860,0,2500,2500,2500,2000,1,0,0,1761,0
3298,77382,0,2500,2500,2500,4950,13,0,0,2256,0
3299,19290,0,2500,2500,2500,0,0,0,0,2331,0
3300,50987,0,2500,2500,2500,0,0,0,0,2259,0
3301,101290,0,32500,2500,2500,33876,22,500,1,2291,1
3302,17377,2178,2500,2500,2500,500,1,0,0,2010,1
3303,11711,0,2500,2500,2500,500,1,500,1,1922,0
3304,28712,0,2500,2500,2500,1500,3,1500,3,2256,1
3305,110839,0,2500,2500,2500,17550,24,7550,23,2272,1
3306,65633,0,2500,2500,2500,3100,10,2000,8,1791,0
3307,69106,0,2500,2500,2500,17832,10,0,0,2007,0
3308,66009,0,2500,2500,2500,0,0,0,0,1603,1
3309,16843,0,2500,2500,2500,780,3,0,0,2112,0
3310,27071,0,2500,2500,2500,2125,10,0,0,2059,0
3311,25807,0,2500,2500,2500,550,3,550,3,1838,0
3312,132871,0,2500,2500,2500,300,3,200,2,1719,0
3313,24065,589,17500,2500,2500,29586,9,0,0,1045,1
3314,92533,0,2500,2500,2500,2220,4,2220,4,1905,0
3315,14513,0,2500,2500,2500,50,2,0,0,1710,0
3316,162365,0,50000,2500,2500,65029,15,0,0,1948,0
3317,4834,0,7500,2500,2500,13441,17,0,0,1851,1
3318,21311,3418,2500,2500,2500,2000,9,0,0,1990,0
3319,49804,0,2500,2500,2500,0,0,0,0,2157,0
3320,135567,0,2500,2500,2500,3650,5,1050,3,1967,0
3321,135374,0,17500,2500,2500,23835,22,917,2,2294,0
3322,140914,0,2500,2500,2500,0,0,0,0,1791,0
3323,6789,0,2500,2500,2500,0,0,0,0,2237,0
3324,61893,0,2500,2500,2500,0,0,0,0,2320,0
3325,83082,0,2500,2500,2500,16207,13,250,1,2003,1
3326,16962,0,2500,2500,2500,0,0,0,0,2206,0
3327,85955,0,32500,2500,2500,34197,22,600,2,2046,0
3328,22215,0,2500,2500,2500,2375,12,0,0,1857,0
3329,105898,0,2500,2500,2500,4444,5,1944,4,2332,0
3330,66807,0,17500,2500,2500,23456,14,0,0,1575,0
3331,131366,0,2500,2500,2500,1500,2,500,1,1999,0
3332,31929,0,2500,2500,2500,3500,3,1000,2,2019,1
3333,20540,0,2500,2500,2500,5731,15,500,1,1970,0
3334,48131,0,50000,2500,2500,60090,18,0,0,2161,1
3335,16346,0,2500,2500,2500,5930,15,0,0,2108,1
3336,15540,0,2500,2500,2500,209,3,104,1,1761,0
3337,17828,0,32500,2500,2500,35099,14,0,0,2115,1
3338,298927,0,50000,2500,2500,69449,27,150,3,2047,0
3339,66300,0,2500,2500,2500,4750,6,1150,3,1884,0
3340,28446,0,2500,2500,2500,0,0,0,0,1920,0
3341,80906,0,17500,2500,2500,23548,15,0,0,2140,0
3342,12153,0,2500,2500,2500,1050,9,1050,9,2041,0
3343,37569,0,2500,2500,2500,3850,4,250,1,1597,1
3344,98151,0,17500,2500,2500,38812,11,500,1,1976,0
3345,224852,0,2500,2500,2500,7750,32,750,3,2102,0
3346,19881,0,2500,2500,2500,2472,15,0,0,2186,0
3347,13490,0,2500,2500,2500,0,0,0,0,2032,1
3348,46672,500,17500,2500,2500,22404,22,0,0,2021,0
3349,119735,0,17500,2500,2500,22432,17,1000,2,1996,1
3350,18317,0,2500,2500,2500,2375,12,0,0,2032,0
3351,26334,0,2500,2500,2500,0,0,0,0,2258,0
3352,143441,0,50000,2500,2500,58475,27,0,0,2238,0
3353,10697,0,2500,2500,2500,1000,8,0,0,2111,0
3354,14072,0,17500,2500,2500,20700,16,0,0,1949,1
3355,35661,7487,2500,2500,2500,600,3,500,2,1759,1
3356,54697,0,2500,2500,2500,1625,6,0,0,1809,0
3357,18359,0,2500,2500,2500,0,0,0,0,1748,0
3358,47764,0,7500,2500,2500,23122,11,400,1,1872,1
3359,51169,4903,17500,2500,2500,13080,13,0,0,1809,0
3360,32099,0,17500,2500,2500,10534,6,0,0,1929,0
3361,84148,0,2500,2500,50000,84148,7,0,0,1054,0
3362,45137,0,2500,2500,2500,2000,1,0,0,1319,1
3363,18179,0,2500,2500,2500,5488,3,0,0,1877,1
3364,39566,0,7500,2500,2500,23755,18,0,0,1763,0
3365,46809,0,2500,2500,2500,125,1,0,0,1878,0
3366,41628,0,17500,2500,2500,16771,12,0,0,1818,0
3367,20891,0,2500,2500,2500,150,3,0,0,1920,0
3368,36513,1692,2500,2500,2500,825,3,725,2,1611,0
3369,116923,0,50000,2500,2500,70403,50,0,0,1738,0
3370,7879,0,2500,2500,2500,1815,5,0,0,1849,0
3371,40091,0,2500,2500,2500,0,0,0,0,1803,0
3372,45842,0,2500,2500,2500,8253,15,128,1,1805,1
3373,500,0,2500,2500,2500,0,0,0,0,396,0
3374,43595,0,2500,2500,2500,4375,14,0,0,1867,0
3375,29291,0,32500,2500,2500,31357,32,1950,6,1391,1
3376,63392,0,17500,2500,2500,20553,17,0,0,1087,0
3377,19578,0,7500,2500,2500,5208,11,0,0,1632,1
3378,10926,0,2500,2500,2500,0,0,0,0,1851,0
3379,19839,0,32500,2500,2500,36375,15,0,0,1535,1
3380,64594,0,7500,2500,2500,9295,14,0,0,1869,0
3381,24580,0,2500,2500,2500,255,3,0,0,1926,0
3382,20318,0,2500,7500,2500,6990,13,0,0,1956,0
3383,24579,0,2500,2500,2500,2100,10,0,0,1967,0
3384,71713,0,2500,2500,2500,2135,4,0,0,1845,0
3385,73501,0,17500,2500,2500,21014,26,3694,8,1720,0
3386,61479,0,2500,2500,2500,6050,4,50,1,1755,0
3387,21915,0,2500,2500,2500,1875,8,0,0,1518,0
3388,16465,0,2500,2500,2500,16165,5,0,0,1631,0
3389,61841,0,2500,2500,2500,48700,49,0,0,1659,1
3390,23197,0,2500,17500,2500,10587,13,150,1,1747,0
3391,26069,0,2500,2500,2500,0,0,0,0,1278,0
3392,5690,0,7500,2500,2500,11612,15,0,0,1549,1
3393,1000,0,2500,2500,2500,0,0,0,0,1597,0
3394,14052,0,2500,2500,2500,0,0,0,0,1808,0
3395,2143,0,2500,2500,2500,0,0,0,0,1672,0
3396,18239,0,2500,2500,2500,0,0,0,0,1683,0
3397,4892,0,2500,2500,2500,0,0,0,0,1282,0
3398,34412,0,17500,2500,2500,14734,13,0,0,1524,1
3399,34535,0,2500,2500,2500,2719,12,0,0,1358,0
3400,23720,0,2500,2500,2500,4000,3,500,1,1678,1
3401,11816,0,2500,2500,2500,0,0,0,0,1596,0
3402,11218,0,2500,2500,2500,3850,14,0,0,1604,0
3403,12568,0,2500,2500,2500,350,3,0,0,1664,0
3404,13188,0,2500,2500,2500,1500,3,1500,3,1955,0
3405,39983,0,17500,2500,2500,39983,11,0,0,1569,0
3406,28526,0,2500,2500,2500,4167,15,0,0,1360,0
3407,68359,0,17500,2500,2500,15803,17,0,0,1293,0
3408,22048,0,2500,2500,2500,100,1,0,0,1702,0
3409,1866,0,2500,2500,2500,1128,8,0,0,1782,0
3410,40408,0,7500,2500,2500,9612,12,0,0,913,0
3411,20642,0,2500,2500,2500,4977,13,0,0,1614,0
3412,66574,0,2500,2500,2500,2500,6,400,4,1791,0
3413,18656,0,2500,2500,2500,4752,11,0,0,968,0
3414,57374,1621,2500,2500,2500,2100,5,2100,5,1440,0
3415,25898,0,2500,2500,2500,7834,3,0,0,1588,0
3416,42481,0,17500,2500,2500,24617,16,0,0,678,0
3417,62492,0,2500,2500,2500,3725,11,2600,9,1536,0
3418,4431,0,2500,2500,2500,0,0,0,0,1582,0
3419,25090,0,32500,2500,2500,25860,9,0,0,1786,1
3420,95728,2092,50000,2500,2500,56111,14,0,0,1372,0
3421,11631,0,2500,2500,2500,3289,22,0,0,1157,0
3422,54039,0,2500,2500,2500,5250,22,1250,10,1709,1
3423,5625,0,2500,2500,2500,2350,12,0,0,1270,0
3424,22966,0,2500,2500,2500,3950,8,450,6,1443,1
3425,5544,0,2500,2500,2500,350,3,0,0,1713,0
3426,37171,0,2500,2500,2500,3450,5,950,4,1341,1
3427,40425,0,2500,2500,2500,3300,8,1700,5,1753,0
3428,9805,0,2500,2500,2500,4403,11,0,0,1559,1
3429,29417,0,2500,2500,2500,16011,3,0,0,1582,0
3430,37093,0,2500,2500,2500,4250,13,0,0,1810,0
3431,21461,0,2500,2500,2500,4010,26,0,0,1509,0
3432,21950,0,2500,2500,2500,5739,16,0,0,1668,0
3433,14233,0,2500,2500,2500,160,3,0,0,1687,0
3434,105737,0,50000,2500,2500,71728,13,0,0,1705,0
3435,22551,0,2500,2500,2500,0,0,0,0,1794,0
3436,35474,0,2500,2500,2500,15086,6,0,0,1479,0
3437,21854,0,2500,2500,2500,500,1,500,1,1100,0
3438,50386,0,2500,2500,2500,2750,8,0,0,1721,0
3439,28502,0,2500,2500,2500,2375,12,0,0,1732,0
3440,238446,1082,32500,2500,2500,37766,28,1550,11,890,1
3441,20516,0,2500,2500,2500,3500,20,0,0,1429,0
3442,97391,0,2500,2500,2500,26299,8,0,0,1607,0
3443,29253,2305,2500,2500,2500,7625,5,0,0,1630,0
3444,139982,0,2500,2500,2500,14500,6,0,0,1430,0
3445,68192,0,2500,2500,2500,1300,9,1300,9,1640,0
3446,21615,0,2500,2500,2500,5043,13,1000,2,1069,0
3447,36829,0,32500,2500,2500,42497,19,1001,1,1015,1
3448,152178,0,32500,2500,2500,39760,15,248,1,1073,0
3449,17397,0,2500,2500,2500,1750,7,0,0,1215,0
3450,45006,0,2500,2500,2500,1400,6,300,4,925,0
3451,4289,0,2500,2500,2500,2350,4,750,2,1083,0
3452,133351,0,50000,2500,2500,84215,43,7000,22,1529,1
3453,42093,0,2500,2500,2500,1831,4,0,0,1526,0
3454,74331,0,17500,2500,2500,15779,14,0,0,1514,0
3455,120462,3649,2500,2500,2500,10500,9,750,2,1503,0
3456,14243,0,2500,2500,2500,6654,17,0,0,1487,0
3457,6803,0,2500,2500,2500,1644,11,0,0,1296,0
3458,8885,0,2500,2500,2500,1500,5,0,0,1386,0
3459,38761,0,7500,2500,2500,9015,12,0,0,1533,0
3460,5500,0,2500,2500,2500,0,0,0,0,989,0
3461,76660,0,17500,2500,2500,38807,24,3341,1,1193,0
3462,30463,0,2500,2500,2500,4619,9,0,0,1275,0
3463,6914,0,2500,2500,2500,0,0,0,0,812,0
3464,67495,0,7500,2500,2500,8620,8,0,0,1302,0
3465,15339,0,2500,2500,2500,1375,4,0,0,628,0
3466,5745,0,2500,2500,2500,400,4,400,4,1067,0
3467,81155,0,32500,2500,2500,49904,41,0,0,1276,0
3468,45432,0,17500,2500,2500,12833,15,0,0,1322,0
3469,39386,0,2500,2500,2500,18722,7,0,0,1359,0
3470,69647,0,32500,2500,2500,45175,20,2250,3,854,1
